FTF_data,BPFO_data,BPFI_data,BSF_data,fault_type
4097.741515050448,8424.346691741697,10236.196450131236,5662.295726210201,1
3217.4783097281183,6976.319062450475,9884.09594709139,4107.798333002152,1
2131.1596155830407,5058.476932671549,9790.878876715147,2659.42281858298,1
3236.817220907596,5515.587409220167,8086.850188140806,3931.939921048901,1
3928.928799009088,6613.542340707021,8366.669356370456,4892.9694657289765,1
7448.0340976018,10986.857303633,12973.983990522334,10642.204222973383,1
9102.272030283772,15208.808425899617,17525.64666867698,14780.853315723094,1
7958.899472190801,14441.941313794172,15362.28786896085,12892.100180830254,1
7976.646247274196,15077.505849175976,16057.32527126456,12790.95373300206,1
2904.514748671128,5683.137923854206,9093.239918447342,3448.46177677691,1
1980.304626349384,4771.758635476345,6471.242486850156,2666.6738681855154,1
2288.4425851329406,5524.149972495846,10228.059618078029,2805.229515057111,1
5348.627906838806,7850.24006093451,10320.838631324046,6672.515521934146,1
9787.250027230328,16159.691584929016,17359.836358998065,15252.614903492664,1
11631.646445845698,21660.39142340195,21842.00658104826,20669.683507609283,1
7332.905887440599,12349.002435975082,15252.35830905316,11932.734519883325,1
2889.2953448142875,5105.848858908968,8635.833868760532,3672.534774065444,1
1343.3549081532638,5032.844688081909,7684.134850322411,2187.298138725253,1
1853.784130217207,4475.874708048009,7563.177014030103,2431.870202507976,1
4753.203711123041,8451.297353560592,10272.981198575755,6825.958884455823,1
7413.162665704074,10547.831917733569,12299.346886591838,9889.873311816547,1
11988.88751849314,19556.652506243838,21036.39022317845,17787.981689428187,1
8618.205670883155,14536.039689015615,17382.735885285005,12822.204322681418,1
3978.3717948886615,6752.916235481195,10585.182222282629,5219.611489781173,1
2669.100077424069,5135.679468503003,7551.000394535018,3244.84793297208,1
2151.110560956632,5375.36959181234,7949.941191839831,2880.288342487966,1
2114.0103161060883,5778.104521233543,7645.363640834872,2819.9998542307776,1
3436.4818904703493,5897.434947089972,8982.233743553914,4223.568456840036,1
6586.901679786595,11832.842024376649,15316.370713475464,11605.83862310834,1
5478.93353507086,10627.44028087129,13354.840628824026,7540.167846670683,1
2899.4718459595883,5704.154098567231,9074.117058389844,3503.399767456,1
2606.159407287588,5590.8089138378045,8077.3962517008285,3310.956559735789,1
2588.0035520935494,5445.850936958477,8530.822143204316,3365.942153022737,1
2181.4130206089253,5174.8991714874455,7290.327931068852,2952.666482697018,1
2613.0223142873656,5012.596958468991,8304.134391113661,3585.106226082418,1
7984.16183881341,12208.130807265608,12419.475605068195,10982.566404063467,1
11005.560891825771,17849.066517629955,19301.159708846077,17033.2984314438,1
4635.1752545886,7221.991485812668,9706.09182084433,6111.442972157014,1
5633.474305365629,9341.142511168124,12630.90475372608,7991.434626062529,1
2815.785504970367,5271.686208794747,10128.93502178054,3426.1291279012366,1
2047.4422219877715,4326.033868530556,8599.019818409559,2241.6784637265832,1
1362.9340011444217,4858.955217649776,8286.268789268139,1967.2118172123187,1
4233.110062196382,6739.390727094612,10225.329128661971,5251.227074057769,1
8412.82588131143,11626.90183063439,14831.647059587289,11722.604707136294,1
10866.405432209378,18255.64890817805,21206.325847929584,17834.15268838762,1
7108.012318448354,11781.902934153522,13298.900476391093,10126.498157797409,1
6507.467231642102,10491.3762501794,11455.62224402337,9267.118301914075,1
2201.35930733501,4868.984478005734,9264.89590980526,2842.8604224865594,1
1899.688549014728,5270.363637181659,9559.06578891379,2379.6281802330163,1
6561.352900282575,9640.72208895913,12097.27979151032,8419.225086212293,1
9255.444050411345,14327.807644510794,15161.460415115374,14336.52856795723,1
10253.282953384922,17988.49813733969,19095.286317388232,17853.85714671074,1
2063.138917985748,5477.645701892661,8830.404721396895,2584.3041212947023,1
6270.193035522864,12052.519469898069,13014.450527325807,9038.319033756345,1
3324.1504885232885,5862.549998239033,8424.307058405939,4441.51215651536,1
1741.0260625633866,5473.083745834687,8927.996447880863,2304.7728706251555,1
2163.156682082524,5741.757939998065,7808.718172021758,2757.05721662813,1
6297.693887991018,10029.660540220768,13493.640039133412,7743.461561525539,1
10947.858696957535,16710.36624161187,17266.85269458515,16453.19567862591,1
11222.747174678365,18206.0431782314,20566.426678667325,18782.1449274266,1
6556.38559091947,11086.31963176957,12278.014217361808,8926.674800535171,1
2187.801418802716,5094.906197561361,9133.999049046744,2566.8929526035727,1
1648.126064281746,4398.1440614184185,7459.282753096671,2201.4213859319243,1
6034.210306730926,9507.947856927856,11389.022482580436,7602.539138659724,1
3068.197907759883,5643.253622301897,8842.968548047967,3835.486032240005,1
5149.572201842985,8107.470104365777,9432.374503839425,6362.794485184366,1
8972.760788360327,14785.551021563697,16574.922241693817,12947.217815273683,1
4580.30400984378,7865.449804844135,11857.472871664975,6589.91120788266,1
4832.165328268642,8576.250035430503,10511.467006476283,7152.219816968214,1
2614.578646734023,5743.797265807494,8247.195746127969,3032.218472630121,1
1443.1080371490907,4304.606114399697,7854.350235839332,2161.9463963800904,1
2719.578666986122,5140.552722429359,7545.163795380485,3738.397976535401,1
5967.247810863064,8933.502605457852,9378.328568624012,8278.30384740638,1
6809.769919554618,11730.247106330413,13076.552604300095,9936.665587908388,1
1168.9560830328717,4375.733590859583,6488.401241902393,2201.162953224947,2
1252.9401698556203,3972.558373898977,7497.307769125048,2012.5306754491676,2
1753.2537515164863,3824.081159027202,6550.713909215049,2681.6099220704195,2
1937.3585370567896,4159.960950391387,6760.308897451415,2850.831186209796,2
1037.832139918641,3504.422854841987,6515.748626522643,1850.2957781255852,2
1876.9342377805915,4467.262171910679,7373.289516991374,2553.6472278901992,2
1858.7711194088563,3813.655070091614,6761.567380249656,2583.6497652740704,2
1327.531353116552,3886.9217684602113,7012.075556173964,2035.4161008514664,2
2541.390921074634,4676.461382701319,7203.993230305264,3472.328657447236,2
2094.609952093842,4747.872871313673,7399.465218849144,2851.6821160402587,2
1108.3128601649587,3578.919715517659,6290.96422766481,1862.420406863473,2
2073.03270035534,4599.352711999716,6090.801624845831,3094.9660584502026,2
2602.238950229545,4889.071579597459,6935.763432153308,3629.581910667586,2
1465.905323607328,3673.8130011626495,6730.854445939467,2448.229437020419,2
1207.3126918324988,4109.537069865125,6038.120278510384,1804.8120194218463,2
2659.700681085101,4543.10127409753,6947.464393103414,3623.273434547452,2
2221.613599140593,3626.784243955869,6595.252125493128,3144.708878635229,2
1436.5355067338623,4049.069689813151,7370.461494130698,2195.8569742873983,2
1805.7859760969752,4187.459753934752,5676.235250541557,2585.7833859693465,2
2357.087754555295,4430.62121138424,7030.804248419402,3132.2882981531884,2
1319.390233173243,3532.7736267077307,6330.565596580544,2041.0251944601164,2
1229.6474364657015,3801.907491408828,6797.14232103498,1796.807026020056,2
2489.202386197232,4614.030107232255,7146.006637459544,3687.526685666629,2
1249.5538206755305,3516.4510043102,6031.9470838712095,1999.048873180867,2
1821.64961729262,3750.269271420245,7697.816227539135,2665.23706553472,2
1878.199349361833,3922.911358473478,6180.13968324167,2649.938165460307,2
1947.061410832109,3907.6799623722063,8131.708446234948,2736.908338356516,2
1149.201151785381,3372.753495305824,7830.911443024856,2048.909551970451,2
2399.544470857382,4697.861729350896,8184.119946047642,3381.4188961661366,2
1803.46043015068,4458.451433212767,7480.066622570918,2541.745446382023,2
1280.5157702600934,3912.8378255055545,7574.254978920369,2129.575441083232,2
2110.140145152986,4794.132545228352,6727.093085929453,3172.427284525846,2
1833.107553081142,3570.957985435307,9692.9216787537,2505.6399890990388,2
1214.7202020201298,3442.610354074651,5332.265533999861,2032.3211992347883,2
1716.005914289345,4156.907336184123,7799.355570907226,2563.4342788190693,2
1821.8421672259403,4226.435973160946,7021.245239503436,2541.528607083695,2
1366.3729333113022,4415.36402471832,7726.296812285194,2242.1104672739,2
1608.5414238525425,3516.5152816909,8299.10143241656,2417.365102002208,2
2318.481844850692,4634.534506065361,9635.10614310518,3231.707752243098,2
1486.2668071979012,4225.584997381866,7178.642415703572,2205.797896953931,2
2015.4325934517265,4207.146875017968,7057.690321026103,3001.1702558064,2
1848.7056916746103,3996.014840566555,6841.503851291177,2571.14957855614,2
1147.236933037385,3477.6542614838345,7177.127879553769,1913.230801571216,2
2204.775896463708,4008.838223725997,8823.89787885,2553.2204200761403,2
2263.445885907957,4527.634897987998,7553.450705463273,3210.6561932098057,2
1704.2702535381854,3771.644000392344,7621.074821337927,2419.4408313793706,2
1445.5965490600704,3952.7875429714313,8282.478972470528,2150.021084398237,2
2281.098129328631,4079.762735741184,5635.945843202681,3206.605309027977,2
1252.453995153719,3620.320902357985,6616.934317649685,1981.011656316328,2
1301.9660133803998,4078.8822402582223,7491.673603668848,2250.985709194686,2
1592.663457496029,4596.104813001231,9336.15020315903,2119.1193458909147,2
1913.543697148902,4686.274635029597,7426.971512184029,2700.128723268394,2
1334.5980769518328,3606.061686413167,6343.364946651616,2254.919112625192,2
2194.988924127075,4314.506212303297,7243.5822273076465,2725.6293093515533,2
2171.010225078389,4758.307941474143,10025.677259675344,3248.976346416204,2
1715.0491377351657,4362.95605978024,7280.625489805123,2521.974731068912,2
1858.4943313214908,4159.880780555272,5866.161340231704,2779.626739538638,2
1960.0017305815493,3897.1200765099793,6709.583130891271,2838.9690306515004,2
1634.3964629057114,4491.760854428877,8074.96908885756,2460.603167544793,2
1757.388092529765,4283.45972259131,7055.767090058079,2304.91329153198,2
1561.9196207762004,3416.409529083176,7484.232529314975,2462.513010041333,2
2069.5335920993,4163.17362974979,7384.053789373452,2886.16332868932,2
1299.2165333589028,4068.4380529423033,7482.026809333262,1904.6486535334996,2
1944.54100987254,4641.7389309968585,6141.0739306606365,2995.0911603085424,2
1578.8869501420315,4094.0875172311366,5927.300610073823,2488.667919029941,2
2968.141253897953,4795.483944485037,9514.268695066048,3161.6542825369625,2
1018.7179634483452,3870.826263607856,6342.204903099991,1849.25495380448,2
1965.209414312688,4787.153759470948,7593.51926664401,3019.2914486041414,2
1763.7686044857371,4096.445398712611,7286.923884738971,2570.28017447648,2
1067.5686608455408,3603.4639740958137,7291.60694366104,1944.088500319047,2
1830.8822543769425,4222.585746453682,7357.305560477812,2627.3019628523125,2
1866.898481130044,4729.133474124976,7369.600757079435,2836.258038785574,2
1268.7193953196502,3522.8421976281334,5170.405251346831,2023.699478096812,2
2389.9441336003115,4300.179756133278,6915.106932069826,3506.224651652973,2
1390.925024815906,4237.995863666388,6711.131142666479,2054.8188765979394,2
1215.705002958504,3897.973030944863,5815.722874722349,2081.282382219438,2
1731.4632501226463,3870.198824313665,8139.465430705207,2459.971365177544,2
2421.7434923622177,4558.16397413723,7621.775140816013,3655.3707327734014,2
1690.6661605234094,3754.8187189434007,6158.922943733953,2359.4809874158927,2
1285.754893142285,3966.954002855544,7513.818079862056,1941.0235936992328,2
2074.476317320524,4480.641171721849,5847.2314851112105,3019.99966966674,2
1518.5988266980378,3513.149867087178,6170.826458371438,2199.498306894008,2
1340.5953771440072,3464.0109457903677,6515.694575029796,2148.5712325865,2
1839.06951874416,4356.586148928374,7096.645096564427,2385.832655545505,2
1825.5618242756088,3833.493635195928,6386.901923555335,2811.141501067129,2
1637.1685617554388,4244.592525033865,7469.86085628648,2465.154673378575,2
1516.142797434538,3920.134110044137,6714.769229328786,1899.560669288967,2
1388.56856725662,3820.675984550114,7467.91563782716,2024.745996789568,2
2013.1379509335852,4493.411198722889,7885.05024658842,3123.064010346256,2
1482.5328761084183,3513.6690848946287,5774.951955262271,2401.716920480565,2
1292.150759092423,3548.111255024479,5131.872763812668,2118.714005494191,2
1914.703197284559,4696.00161095381,7974.87096323877,2920.261979689457,2
1497.0742846914864,3892.3952274366975,6975.762185960467,2195.720844507863,2
1559.631417345309,3768.3765147859,7536.642515275043,2497.33928117742,2
2056.701347685341,4120.037068982029,6809.494235681854,2981.905755574593,2
1436.427376623703,4090.623923321442,7329.782616776882,2039.8864803790416,2
1594.9734491542267,3844.104219538833,6325.408469422863,2425.2822765834,2
2035.985001125195,3980.109356039597,6596.900344289431,2857.0462922256525,2
1605.2387709592638,4113.135054607226,8252.680240005848,2734.639221310631,2
1150.6639527552268,3266.643964943517,6028.378339976744,2176.9387052598963,2
1318.6785651896766,4077.816853759629,6600.91541157565,2026.7895632242085,2
2249.751964457946,4568.104977495056,7914.454520473754,3331.75985029177,2
1623.7757236087998,3693.1318317647583,6383.037919608335,2308.812197629727,2
1336.6333328162625,3814.5585558389935,7146.762220854082,2037.057073011972,2
2353.0563033153007,4385.333107919987,7253.197631069486,3392.9051207201496,2
1603.078208608448,3838.068419486848,6070.692408650613,2444.1516281242634,2
1385.3384296807064,3556.72778760447,6806.359669298019,2306.137993207556,2
1998.67978395374,4406.8212202269,7004.274382578355,2991.5550532785505,2
1730.6975937987204,4450.101314209481,7377.561573766346,2559.268795623896,2
1827.781111131207,3652.273656794262,7148.695916646625,2786.757088591633,2
1339.0735693715085,3854.681996181064,7277.760526656862,2116.039314871913,2
1955.326963866581,3868.830401826938,6967.602076485089,2624.6971470249814,2
1668.8363831371307,4260.004227109158,7540.556302348174,2293.4662464446706,2
1275.0793330450624,3365.2539757218974,5565.576785417492,2355.5466333615755,2
1663.580787369565,3759.9922252337046,6140.222243718993,2206.8319827603286,2
1873.6248231274496,4484.239540897786,6906.561338693911,2848.277574497511,2
1439.707110957885,4036.856852201979,6772.999876998209,2086.517729636697,2
1395.831518789657,3616.045576329976,6900.944653723896,2316.7205471704897,2
2858.4284272100413,4816.780269750499,7137.60979726015,4064.741920124923,2
1372.703091462038,4093.553290622309,7772.492082916013,2085.9405625213512,2
3090.125441131216,4427.679387404251,8760.648271098107,3539.5678884119693,3
3447.6551198394222,6332.028292136218,7073.693669898763,3813.583992808216,3
4512.750900134305,8625.621806652935,8391.124511347085,5301.280753497716,3
4769.187119534538,7670.736870783486,8601.158412083947,5436.016362389678,3
4738.350932038928,7067.407753382567,7528.924082681161,5773.807704479063,3
5705.335513581674,9257.154091109183,10675.54157880855,7449.360498308651,3
3528.555734570434,6437.1106545331295,6481.008888470858,4257.311362571126,3
4059.102516204208,7172.159585055895,7583.228956830133,5230.025436220171,3
4827.352507703561,7837.746883018641,6910.232512608152,5893.08647786739,3
4389.973831580998,8240.200499244891,7313.892033252826,5569.76481859306,3
4039.910256877345,7766.891202555369,8227.912673637631,4613.992823438495,3
3546.556939550122,6896.642544951275,7807.57326877708,4080.418419775674,3
4414.983176255157,6696.410149758279,7961.268087834143,4941.708992770214,3
3388.0370598621867,5364.025468195863,7650.182258867986,3829.878365227965,3
3658.5063416393455,5110.991754693986,8178.329573197763,4447.976905224663,3
4120.039373262599,6999.68650343008,6484.203384132807,5068.448371518807,3
4972.46281888885,7891.508834678343,8250.301224126248,5720.680423742872,3
4613.343474735792,8574.975032561788,7497.594763516169,5081.731386208015,3
4379.895012399372,8329.304873451498,7199.121868602677,4817.015888325677,3
3643.0282168910408,6525.055057291013,7251.91565478413,3370.224226272476,3
4406.655022418586,7152.424119251854,7967.249185844438,5243.914051137498,3
5912.099408223562,7870.807372949195,9542.13667961613,7213.998347889682,3
4029.02809091661,6865.128838764314,6691.640113400175,4229.733323475121,3
6107.219373774263,9781.587262696525,8924.220820969713,7182.902330784122,3
3364.3180836673164,5786.245917992281,6636.46324028671,4458.838447887743,3
4421.014915623063,8010.111915726558,7248.212047928478,4826.003225932907,3
3664.798570772364,6069.397122288094,6960.032492844662,4240.247623050836,3
3905.937040238727,7791.611550338299,5451.111115044113,4782.083936752155,3
4022.3465685824976,7573.45301757898,6380.11488824805,4288.992687123866,3
3679.125700027132,7159.162108894123,8265.638113492147,4094.343898617885,3
4059.189326900263,6144.109155705736,6520.411242172658,5240.490042680588,3
4758.541467800452,7852.6843933483715,8499.882898506432,5830.225120387707,3
3416.544645339616,4928.8670809138175,8383.907304090639,2653.2377617051484,3
4074.004984015484,6834.332784383671,7156.811747747099,4381.317308928284,3
11107.955760453026,16401.373327906593,16975.59101734672,15012.211610685485,3
4881.094757490871,8248.040461136385,8187.637877833628,5622.859124124923,3
3780.4699682199257,7954.323723461339,5878.366141730364,4040.202237548586,3
4351.267845547757,8744.605472359035,8703.560760382332,5866.838157919859,3
4070.0859699685975,6603.118967992254,7601.970382052241,4800.326372036371,3
3886.7662963081953,6449.0711073003495,5988.079836544855,4309.776513228304,3
4482.371588997763,7260.207055281585,7347.275551236565,4893.447615621984,3
5271.094266246985,8917.329241572317,8754.377601165776,5658.741708428466,3
3847.488048564774,7225.962961256889,6222.543366012563,4420.163628598506,3
4338.259401172887,6326.934052082739,8494.225194887045,4329.815707234557,3
3796.923345718049,7355.459555347175,5170.320514985814,3574.399589935578,3
5215.0773885446015,9199.608492357236,7311.192097109874,6113.064643533389,3
4085.562917221038,7755.061568956958,8101.606211908451,4535.880432845478,3
4085.105705826904,5985.935262459474,7311.669118875528,5117.94224817101,3
3985.25556544363,6128.671816690767,8376.97620491996,5139.638725793726,3
5746.513463583896,9411.251345510227,8707.428209258944,5521.790997904336,3
4011.9701311970543,7855.062405560544,6864.024051609605,4436.220946429439,3
5959.906480035831,9346.712563728146,9450.129798398051,6752.604874165443,3
4916.733954623135,8909.847999403919,6863.233350430758,5651.364847117723,3
3808.273244322693,7716.20754882906,7179.608331681282,4453.622379727154,3
4677.348674480095,7554.59126676882,7918.846288061491,4572.706506641378,3
4163.217200963711,7804.751953556241,7147.773194608935,3943.006921172202,3
4350.840451895749,7053.160858304173,7832.09146252713,5320.027241405641,3
4182.156665371726,6456.643400507375,7811.54383693843,4528.893149857357,3
3860.989407293964,7139.621776249093,7694.549502112097,4720.011186971181,3
4205.942114726932,8103.444481112083,7437.336391663888,5425.297474110903,3
5207.307553842193,8836.787333085815,7580.182677403522,6026.753885306078,3
4692.699787798503,8567.09220874291,6174.396668269193,4927.244901762312,3
3504.8342009944186,7796.870191062355,7321.235965912733,4273.890323786411,3
4861.132889897396,7398.023927033667,9269.46230987432,6497.48967635677,3
4167.049056909403,6121.555270955901,7278.934673861048,4715.102984536304,3
4421.341541064752,7069.130596056059,7664.665987988843,4130.600158774115,3
6296.357650015095,10825.214403923332,9238.959673537507,7732.610087278409,3
5251.211604681425,8813.022393223511,8174.437942845701,6157.160692542658,3
6142.81581586419,9515.381160498828,9895.278181789265,8219.629845726817,3
4213.936511436722,7423.289704686413,6842.58792297023,4712.721516938936,3
4623.073839578581,8644.345656681855,6544.10019549773,4823.318250223053,3
4213.893940216222,8285.33696177511,7932.691340817123,5483.177343409973,3
3562.005534843414,5557.27492400321,6894.282258488354,3353.122926517344,3
3368.966113708911,5671.329513004956,7874.8696240675,4075.2278929847216,3
8475.358505462455,12949.709886065972,12792.7074514395,10549.344355871106,3
5925.855889828827,11104.718276732585,9146.411175675968,7039.13591307046,3
4048.4109221151343,7186.44532534636,7698.581816368513,4767.472589349382,3
5170.118880636773,8935.439032180191,7901.837201187034,6338.821920794666,3
4437.364617702658,8603.858306029397,6393.437556817398,5509.742594906472,3
3778.919953737721,8039.478631716351,7000.042713448522,4511.942756896082,3
4267.194810310146,7133.301674675688,7848.1887617655875,4562.719277312643,3
4689.307929462535,7181.297354545649,7968.770564698337,6778.585968910475,3
4963.113253236441,7726.392969876616,8629.928486226516,5527.411424383213,3
9056.630453328922,13494.485198550015,13758.307349870833,12040.255191906666,3
4481.370242304663,7902.836532482317,6515.629782791151,4937.070149288857,3
6777.327240440368,11558.08523385226,8570.494715542161,7151.800543047266,3
5874.608267662168,10140.657881230958,7656.266397221524,7017.231791197894,3
4194.0460298093085,7036.59705429625,5737.866827501204,4759.074853427077,3
4270.678284338736,8444.107234236313,8538.150041788815,5055.263504573781,3
4236.751221430165,6839.451109748507,7711.226507335447,4475.36973825993,3
5000.202615620258,7368.301561162415,9237.185463554915,6508.891326368757,3
4266.928341570099,7094.080736331161,7145.080731954836,4348.130063255394,3
4066.954251977615,7802.036612929275,7023.200377521308,5128.287479591189,3
5637.187577084233,9758.306413600958,8529.210364730603,6842.217234767297,3
4278.904780334765,7669.956563135552,6187.933859280528,4724.563106771247,3
3871.164697514252,7595.392326387208,6303.097966270343,4380.2098648048,3
5343.192113095016,9122.83024125363,9682.946169068604,6376.97964576382,3
3571.7993053555624,5543.621537498425,6321.672656019437,3918.3250756454654,3
3637.97779541478,7990.4794919065425,5985.183913623343,4644.30086028814,3
4584.44743304521,6752.139359708416,8349.447517521081,5282.14746166513,3
4878.850481697854,7734.050386912112,7753.633977342908,5337.83385326371,3
3297.634844890214,5721.253334278887,5680.493767543342,3781.5798194465706,3
5702.27872306539,9152.626202029984,8010.189497576663,6511.760528783536,3
4676.925745705645,7590.185011591993,6807.547564611314,5726.238022008908,3
3796.668888710806,7762.919889243341,7815.59386480089,4712.544722455258,3
3884.726447593869,7514.198810873351,7929.7524886392675,4190.616648565867,3
3739.26411985085,5616.443062182313,7100.106312169167,4127.447906529439,3
3971.7647029708696,6371.813889173585,8299.73617931683,4252.322860010608,3
3708.149893057257,7336.476150419181,7583.474173188427,4455.853485667048,3
4058.7830894678,8523.753360228739,7809.205949618415,4798.369136104538,3
3754.6700217190873,6785.038068120101,6203.649831006848,3888.8633968598833,3
4044.720039404601,7840.350581903779,6392.689775224647,4549.618775418169,3
4085.54014630538,7594.004700188569,6532.295986697442,4657.085670402948,3
4579.818393102554,7940.6597718884595,8566.549968726253,5297.9683785598445,3
3299.073566534332,5526.944602752789,7707.109382652343,4194.613638697493,3
7102.193327467739,10735.736854178944,12139.99771979862,8932.269865125741,3
3586.97795932376,6852.424964868179,7717.253409814562,3582.8370868172487,3
3824.162957450412,7383.954097969632,6779.660923641097,4741.959344090366,3
4100.761824245025,6938.213893041993,6891.027945401667,4459.896142257865,3
4112.35327523264,7163.631537295173,5656.32784882852,4743.554009909585,3
3517.73435464443,4271.763182422921,10469.153270617766,2783.410711182556,0
1309.7762824298864,3904.416042981297,7400.997846089624,1834.4558879491815,0
1375.363210873253,4110.335577371226,6561.4951614535685,1797.6681713125338,0
1223.327549627886,4409.255715097898,6890.706865033409,2017.4882989143096,0
1222.54074755247,3851.541590125335,8959.344366920333,1714.8105346165285,0
1330.459015709777,4224.3273799115,7954.236118926174,1923.3857283715297,0
1288.7075229211544,3997.162180471016,7664.915187352439,1753.3813181485548,0
1252.0086438438625,3775.841058333235,5852.736829179169,1599.2379787736495,0
1459.7409330179098,4547.901692775467,7846.310237563042,2045.686324179842,0
1554.4152080814388,4036.818667351258,7720.447938702238,2083.633182863133,0
1500.5968354229994,4989.226365373378,6939.084433177896,1898.6057679859337,0
1233.9079149271693,4515.358269896969,6392.583242183966,1705.6542689376245,0
1220.033714020033,3920.8539139591976,9194.75453906335,1911.7677561633463,0
1239.140243141794,4365.694528685445,7426.406966854651,2026.9925942716377,0
1272.9536202902573,3955.6884416778353,8245.974769869268,1940.5545910672904,0
1279.7541014243636,3715.3415304095374,7631.08577205556,2101.429209171304,0
1211.2411417183955,3617.626006572866,7895.533329999513,1790.3540843666683,0
1366.7015060956337,3816.343830048844,6702.12286519389,1733.585671055902,0
1309.7379101509568,4687.145349444214,7964.015377190022,1998.203465756584,0
1347.01772769511,4492.26492802341,7419.25362938853,2022.6693301618768,0
1365.9729229814002,5122.351337548645,8030.712585259567,1927.5566823218028,0
1278.6712233333117,4860.182402122766,6535.1222278626665,1726.1132847427116,0
1295.8293025535022,3933.830031263664,7562.957042058101,2075.5257400542964,0
1412.9891162451963,3788.6339722141374,8235.963559394762,2187.50737482825,0
1277.4125327274376,4096.352935267254,8021.6718506159505,1946.7008537140075,0
1360.7016001304514,3727.540501130115,6512.733639294112,2250.764731491161,0
1260.9099144199952,4396.349071739073,8173.9828244582595,2107.1505705513537,0
1285.4011980377547,4352.110760959979,7017.915884215049,2251.415458155144,0
1250.872645609279,4368.84116167689,7413.779635955307,1914.4046878920271,0
1319.183510737092,4806.96155575494,7368.682333586118,1874.939928098199,0
1313.9846475518832,3698.211305084069,7831.493324763514,1971.6242112827376,0
1254.6204621119537,4142.518560737108,6850.829375442211,1918.282596122251,0
1460.1176749223794,3781.5088415576342,8598.898475972144,2079.0220378869226,0
1291.8942672720484,3578.718872305369,7794.956174643012,1786.102828609702,0
1330.8679845617646,3734.5726836864696,8076.842016268778,1976.791750148448,0
1254.2134123801477,3603.3557261380392,6978.859717508906,1880.9452659182757,0
1273.3566744611496,4184.686351858686,6470.654395107077,1794.799189064718,0
1368.3754293425231,4725.597902738077,6885.672156218769,1881.8059225854256,0
1324.54396110887,4242.52813887852,7547.334849608865,2062.772253385032,0
1555.4428681695183,4899.222580787152,7441.094677107999,2169.397797203178,0
1486.6431947426954,3579.0438293072875,6608.691704422141,2080.1623949446875,0
